,clid,hhid,r01,r02,r03,r04,r05,r06,r07,r08,r09,r10_m,r10_y,r11,r12,r13
4817,1146.0,7.0,Yes,Yes,3.0,CASH,2.0, Mobile Phone Platform  ,Subsistence Needs  ,2000.0,0.0,7.5,0.0,1.0,0.0,None 
4818,1146.0,8.0,Yes,Yes,1.0,CASH,1.0, Commercial Banks  ,School Fees (Education)  ,60000.0,25.0,25.0,0.0,20.0,56600.0,Individual/Guarantor  
4819,1146.0,8.0,Yes,Yes,2.0,FOOD ITEMS,2.0, Merchant/Shop  ,Subsistence Needs  ,6000.0,0.0,0.0,0.0,2.0,0.0,None 
4820,1147.0,5.0,Yes,Yes,1.0,,1.0, Mobile Phone Platform  ,Subsistence Needs  ,3500.0,,,7.5,1.0,3763.0,Shares  
4821,1147.0,8.0,Yes,Yes,1.0,KENYA WOMEN,2.0, Micro-Finance Inst  ,Business/Investment   ,50000.0,30.0,18.0,,12.0,0.0,Salary 
4822,1149.0,5.0,Yes,Yes,1.0,SMEP LOAN,2.0, Micro-Finance Inst  ,Business/Investment   ,100000.0,5.0,0.8,10.0,12.0,60000.0,Business Stock 
4823,1149.0,6.0,Yes,Yes,1.0,BANK LOAN,1.0, Commercial Banks  ,School Fees (Education)  ,100000.0,2.0,1.3,16.0,8.0,0.0,Salary 
4824,1149.0,7.0,Yes,Yes,1.0,SACCO  LOAN,2.0, Saccos  ,Business/Investment   ,100000.0,3.0,1.0,12.0,36.0,65000.0,Shares  
4825,1149.0,9.0,Yes,Yes,1.0,SACCO LOAN,1.0, Saccos  ,School Fees (Education)  ,200000.0,7.0,1.0,12.0,36.0,100000.0,Income 
4826,1150.0,3.0,Yes,Yes,1.0,BARCLAYS LOAN,1.0, Commercial Banks  ,School Fees (Education)  ,30000.0,30.0,15.0,0.0,12.0,10000.0,Salary 
4827,1150.0,4.0,Yes,Yes,1.0,KWFT-LOAN,1.0, Micro-Finance Inst  ,Business/Investment   ,30000.0,30.0,10.0,,12.0,41800.0,Land Title  
4828,1150.0,7.0,Yes,Yes,1.0,HARAMBEE SACCO - LOAN,1.0, Saccos  ,Business/Investment   ,400000.0,7.0,1.0,0.0,36.0,384000.0,Salary 
4829,1150.0,8.0,Yes,Yes,1.0,KWFT-LOAN,2.0, Micro-Finance Inst  ,Business/Investment   ,100000.0,60.0,1.0,0.0,12.0,60000.0,Land Title  
4830,1151.0,4.0,Yes,Yes,1.0,LOAN,1.0, Saccos  ,School Fees (Education)  ,346000.0,120.0,1.0,12.0,36.0,200000.0,Individual/Guarantor  
4831,1152.0,5.0,Yes,Yes,1.0,BANK LOAN,1.0, Commercial Banks  ,Business/Investment   ,160000.0,14.0,18.0,,12.0,0.0,Other  
4832,1153.0,3.0,Yes,Yes,1.0,MSHWARI,1.0, Mobile Phone Platform  ,Subsistence Needs  ,5000.0,0.0,1.0,,1.0,5000.0,Land Title  
4833,1153.0,3.0,Yes,Yes,2.0,EQUITY BANK,1.0, Commercial Banks  ,School Fees (Education)  ,80000.0,0.0,,18.0,12.0,0.0,Salary 
4834,1153.0,4.0,Yes,Yes,1.0,INDIVIDUAL OUTSIDE HH,1.0, Relative/ Friend/Neighbour  ,Purchase of Agricultural Inputs  ,1500.0,1.0,0.0,0.0,0.0,1500.0,None 
4835,1153.0,4.0,Yes,Yes,2.0,SHOP,2.0, Merchant/Shop  ,Subsistence Needs  ,1000.0,1.0,0.0,0.0,0.0,40.0,None 
4836,1153.0,5.0,Yes,No,,,,,,,,,,,,
4837,1153.0,7.0,Yes,Yes,1.0,SHOP GOODS,1.0, Merchant/Shop  ,Subsistence Needs  ,5000.0,1.0,0.0,0.0,0.0,60.0,None 
4838,1153.0,8.0,Yes,Yes,1.0,IDIVIDUAL,1.0, Relative/ Friend/Neighbour  ,Business/Investment   ,2000.0,7.0,250.0,,2.0,0.0,None 
4839,1153.0,8.0,Yes,Yes,2.0,SHOP,1.0, Merchant/Shop  ,Subsistence Needs  ,2000.0,0.0,0.0,,0.0,200.0,None 
4840,1154.0,1.0,Yes,Yes,1.0,BUILD A HOUSE,1.0, Saccos  ,Purchase/Construction of Dwelling  ,50000.0,7.0,0.0,20.0,24.0,8000.0,Salary 
4841,1154.0,8.0,Yes,Yes,1.0,RENOVATION,1.0, Saccos  ,Purchase/Construction of Dwelling  ,150000.0,30.0,0.0,21.0,48.0,37500.0,Salary 
4842,1154.0,10.0,Yes,Yes,1.0,PERSONAL NEEDS,1.0, Employer  ,Subsistence Needs  ,20000.0,3.0,0.0,0.0,10.0,12000.0,Salary 
4843,1155.0,2.0,Yes,Yes,1.0,CHAMA,1.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,2000.0,1.0,10.0,,4.0,500.0,Shares  
4844,1155.0,4.0,Yes,Yes,1.0,CHAMA,2.0, Self-Help Groups/Chamas  ,Purchase of Agricultural Inputs  ,3000.0,1.0,10.0,,3.0,2000.0,
4845,1155.0,5.0,Yes,Yes,1.0,CHAMA,1.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,2000.0,1.0,10.0,,3.0,500.0,Shares  
4846,1155.0,6.0,Yes,Yes,1.0,CHAMA,2.0, Self-Help Groups/Chamas  ,Medical Expense   ,6000.0,1.0,20.0,,1.0,0.0,Individual/Guarantor  
4847,1155.0,7.0,Yes,Yes,1.0,CHAMA,1.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,3000.0,1.0,10.0,,1.0,3000.0,Shares  
4848,1155.0,7.0,Yes,Yes,2.0,CHAMA,2.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,1000.0,1.0,10.0,,1.0,1000.0,Shares  
4849,1155.0,8.0,Yes,Yes,1.0,CHAMA,1.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,2000.0,1.0,10.0,,1.0,0.0,Shares  
4850,1155.0,10.0,Yes,Yes,1.0,CHAMA,1.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,8900.0,1.0,10.0,,1.0,1700.0,
4851,1157.0,3.0,Yes,Yes,1.0,LOAN 1,1.0, Saccos  ,Business/Investment   ,40000.0,7.0,2.0,,12.0,24000.0,Individual/Guarantor  
4852,1158.0,9.0,Yes,Yes,1.0,SILC,1.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,20000.0,7.0,10.0,,6.0,0.0,Other  
4853,1158.0,10.0,Yes,Yes,1.0,SHAMBA/GROUP,1.0, Ngo  ,Purchase of Land  ,10000.0,30.0,2.0,,12.0,2550.0,Other  
4854,1159.0,2.0,Yes,Yes,1.0,SACCO MJENGO LOAN,1.0, Saccos  ,Purchase/Construction of Dwelling  ,150000.0,4.0,,17.0,12.0,50000.0,Shares  
4855,1159.0,2.0,Yes,Yes,2.0,BANK LOAN,1.0, Commercial Banks  ,Purchase/Construction of Dwelling  ,30000.0,2.0,10.0,,6.0,10000.0,Salary 
4856,1159.0,8.0,Yes,Yes,1.0,BANK LOAN,1.0, Commercial Banks  ,Purchase/Construction of Dwelling  ,700000.0,30.0,,17.0,72.0,400000.0,Individual/Guarantor  
4857,1159.0,9.0,Yes,Yes,1.0,SACCO LOAN,1.0, Saccos  ,Business/Investment   ,80000.0,7.0,12.0,,12.0,20000.0,Shares  
4858,1160.0,9.0,Yes,No,,,,,,,,,,,,
4859,1161.0,1.0,Yes,Yes,1.0,GOODS,2.0, Merchant/Shop  ,Subsistence Needs  ,500.0,1.0,0.0,0.0,9.0,200.0,None 
4860,1161.0,2.0,Yes,Yes,1.0,GOODS,1.0, Merchant/Shop  ,Subsistence Needs  ,200.0,1.0,0.0,0.0,1.0,0.0,None 
4861,1161.0,4.0,Yes,Yes,1.0,CASH,1.0, Relative/ Friend/Neighbour  ,School Fees (Education)  ,500.0,1.0,0.0,0.0,4.0,500.0,None 
4862,1161.0,5.0,Yes,Yes,1.0,CASH,1.0, Relative/ Friend/Neighbour  ,Subsistence Needs  ,1000.0,1.0,0.0,0.0,3.0,1000.0,None 
4863,1161.0,7.0,Yes,Yes,1.0,CASH,1.0, Commercial Banks  ,Business/Investment   ,300000.0,60.0,0.0,16.0,24.0,200000.0,Land Title  
4864,1161.0,8.0,Yes,Yes,1.0,CASH,1.0, Relative/ Friend/Neighbour  ,Subsistence Needs  ,1000.0,1.0,0.0,0.0,12.0,1000.0,None 
4865,1161.0,10.0,Yes,Yes,1.0,CASH,1.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,15000.0,1.0,0.0,0.0,3.0,10000.0,None 
4866,1162.0,2.0,Yes,Yes,1.0,MSHWARI,1.0, Mobile Phone Platform  ,Other  ,5000.0,0.0,5.7,,8.0,0.0,Other  
4867,1163.0,6.0,Yes,Yes,1.0,PERSONAL LOAN,1.0, Employer  ,Subsistence Needs  ,3500.0,7.0,0.0,0.0,3.0,1700.0,None 
4868,1163.0,9.0,Yes,Yes,1.0,INVESTMENT LOAN,1.0, Commercial Banks  ,Business/Investment   ,50000.0,3.0,10.0,,12.0,10000.0,None 
4869,1164.0,6.0,Yes,Yes,1.0,SACCO LOAN,1.0, Saccos  ,Purchase of Livestock  ,60000.0,4.0,0.0,12.0,24.0,15000.0,Shares  
4870,1164.0,9.0,Yes,Yes,1.0,SACCO LOAN,1.0, Saccos  ,School Fees (Education)  ,20000.0,14.0,0.0,20.0,6.0,0.0,Shares  
4871,1166.0,4.0,Yes,Yes,1.0,CHAMA LOAN,1.0, Self-Help Groups/Chamas  ,Purchase of Motor Vehicles/Cycles  ,30000.0,30.0,,10.2,12.0,6000.0,Shares  
4872,1166.0,7.0,Yes,Yes,1.0,SILIKI LOAN,1.0, Self-Help Groups/Chamas  ,Purchase of Agricultural Inputs  ,10000.0,3.0,0.0,10.0,6.0,7000.0,Shares  
4873,1167.0,9.0,Yes,Yes,1.0,FRIENS LOAN,1.0, Relative/ Friend/Neighbour  ,Purchase/Construction of Dwelling  ,100000.0,2.0,20.0,0.0,2.0,120000.0,None 
4874,1167.0,10.0,Yes,Yes,1.0,NEIBORS LOAN,1.0, Relative/ Friend/Neighbour  ,Subsistence Needs  ,4000.0,1.0,0.0,0.0,3.0,1000.0,None 
4875,1168.0,1.0,Yes,Yes,1.0,FRIEND,1.0, Relative/ Friend/Neighbour  ,Subsistence Needs  ,500.0,2.0,10.0,,1.0,6000000.0,Individual/Guarantor  
4876,1168.0,2.0,Yes,Yes,1.0,KOSALO W.G,1.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,2000.0,1.0,10.0,0.0,1.0,2000.0,None 
4877,1168.0,3.0,Yes,Yes,1.0,NEIGHBOUR,1.0, Relative/ Friend/Neighbour  ,School Fees (Education)  ,2000.0,1.0,0.0,0.0,2.0,0.0,None 
4878,1168.0,3.0,Yes,Yes,2.0,NEIGHBOUR,1.0, Relative/ Friend/Neighbour  ,School Fees (Education)  ,1000.0,1.0,0.0,0.0,1.0,0.0,None 
4879,1168.0,3.0,Yes,Yes,3.0,MIYA TAMIYI W.G,2.0, Self-Help Groups/Chamas  ,Purchase of Livestock  ,2000.0,1.0,0.0,0.0,1.0,0.0,None 
4880,1168.0,5.0,Yes,Yes,1.0,BARCLAYS BANK,1.0, Commercial Banks  ,School Fees (Education)  ,300000.0,7.0,0.0,26.0,60.0,450000.0,Salary 
4881,1168.0,9.0,Yes,Yes,1.0,KOSALO W.G,1.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,15000.0,1.0,10.0,0.0,1.0,15000.0,Shares  
4882,1170.0,1.0,Yes,Yes,1.0,KENYA WOMEN,1.0, Micro-Finance Inst  ,Business/Investment   ,50000.0,30.0,10.0,,12.0,33000.0,
4883,1170.0,3.0,Yes,Yes,1.0,CHAMA,2.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,20000.0,14.0,10.0,,3.0,4000.0,Shares  
4884,1170.0,5.0,Yes,Yes,1.0,CHAMA LOAN 1,2.0, Self-Help Groups/Chamas  ,Other  ,40000.0,1.0,10.0,,1.0,0.0,Shares  
4885,1170.0,5.0,Yes,Yes,2.0,CHAMA LOAN 2,2.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,20000.0,1.0,10.0,,1.0,0.0,Shares  
4886,1170.0,5.0,Yes,Yes,3.0,CHAMA LOAN 3,2.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,30000.0,1.0,10.0,,1.0,35000.0,Shares  
4887,1170.0,7.0,Yes,Yes,1.0,CHAMA LOAN,1.0, Self-Help Groups/Chamas  ,Purchase of Agricultural Inputs  ,2000.0,0.0,10.0,0.0,1.0,0.0,Shares  
4888,1170.0,8.0,Yes,Yes,1.0,CHAMA,2.0, Self-Help Groups/Chamas  ,Business/Investment   ,6000.0,7.0,10.0,,1.0,2000.0,Shares  
4889,1171.0,1.0,Yes,Yes,1.0,EQUITEL LOAN,1.0, Commercial Banks  ,Business/Investment   ,8000.0,1.0,0.0,18.0,6.0,0.0,None 
4890,1171.0,3.0,Yes,Yes,1.0,INDIVIDUAL LOAN,2.0, Relative/ Friend/Neighbour  ,Medical Expense   ,5000.0,30.0,0.0,0.0,3.0,2500.0,None 
4891,1171.0,7.0,Yes,Yes,1.0,CHAMA LOAN,2.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,12000.0,1.0,10.0,0.0,12.0,0.0,None 
4892,1171.0,9.0,Yes,Yes,1.0,BANK LOAN,1.0, Commercial Banks  ,School Fees (Education)  ,13000.0,1.0,0.0,18.0,6.0,13000.0,Land Title  
4893,1171.0,10.0,Yes,Yes,1.0,BANK LOAN,1.0, Saccos  ,School Fees (Education)  ,50000.0,7.0,0.0,22.0,12.0,40000.0,Shares  
4894,1172.0,1.0,Yes,Yes,1.0,CHAMA LOAN,1.0, Self-Help Groups/Chamas  ,Purchase of Land  ,30000.0,1.0,5.0,,6.0,15000.0,None 
4895,1172.0,2.0,Yes,Yes,1.0,MSHWARI LOAN,1.0, Mobile Phone Platform  ,Other  ,2500.0,0.0,10.0,,2.0,0.0,None 
4896,1172.0,3.0,Yes,Yes,1.0,M-SHWARI,1.0, Mobile Phone Platform  ,Medical Expense   ,5000.0,0.0,3.0,,1.0,0.0,None 
4897,1172.0,4.0,Yes,Yes,1.0,SACCO LOAN,1.0, Saccos  ,Business/Investment   ,600000.0,30.0,,1.2,60.0,580000.0,Individual/Guarantor  
4898,1172.0,6.0,Yes,Yes,1.0,SACCO LOAN,1.0, Saccos  ,School Fees (Education)  ,100000.0,1.0,5.0,,24.0,128000.0,None 
4899,1172.0,7.0,Yes,No,,,,,,,,,,,,
4900,1173.0,3.0,Yes,Yes,1.0,JACK SHOP,1.0, Merchant/Shop  ,Subsistence Needs  ,1500.0,0.0,0.0,0.0,2.0,500.0,None 
4901,1173.0,3.0,Yes,Yes,2.0,SAFARICOM AIRTIME,1.0, Mobile Phone Platform  ,Subsistence Needs  ,2000.0,0.0,10.0,0.0,2.0,20.0,None 
4902,1173.0,4.0,Yes,Yes,1.0,KIOSK STOCK,1.0, Merchant/Shop  ,Business/Investment   ,40000.0,0.0,10.0,0.0,2.0,27000.0,Business Stock 
4903,1173.0,4.0,Yes,Yes,2.0,SAFARICOM AIRTIME,1.0, Mobile Phone Platform  ,Subsistence Needs  ,3000.0,0.0,10.0,0.0,1.0,0.0,None 
4904,1173.0,4.0,Yes,Yes,3.0,SAFARICOM AIRTIME,2.0, Mobile Phone Platform  ,Subsistence Needs  ,1000.0,0.0,10.0,0.0,1.0,0.0,None 
4905,1173.0,4.0,Yes,Yes,4.0,SAFARICOM AIRTIME,5.0, Mobile Phone Platform  ,Subsistence Needs  ,1000.0,0.0,10.0,0.0,1.0,20.0,None 
4906,1173.0,5.0,Yes,Yes,1.0,MKOPO RAHISI,1.0, Mobile Phone Platform  ,Business/Investment   ,10000.0,1.0,20.0,0.0,1.0,0.0,Business Stock 
4907,1173.0,5.0,Yes,Yes,2.0,MISIANI SHOP,2.0, Merchant/Shop  ,Subsistence Needs  ,5000.0,0.0,0.0,0.0,1.0,0.0,None 
4908,1173.0,5.0,Yes,Yes,3.0,SAFARICOM AIRTIME,1.0, Mobile Phone Platform  ,Subsistence Needs  ,15000.0,0.0,10.0,0.0,1.0,0.0,None 
4909,1173.0,5.0,Yes,Yes,4.0,SAFARICOM AIRTIME,2.0, Mobile Phone Platform  ,Subsistence Needs  ,960.0,0.0,10.0,0.0,1.0,0.0,None 
4910,1173.0,6.0,Yes,Yes,1.0,JACK SHOP,1.0, Merchant/Shop  ,Subsistence Needs  ,10000.0,0.0,0.0,0.0,1.0,0.0,None 
4911,1173.0,7.0,Yes,Yes,1.0,KEMERA CHAMA,1.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,20000.0,30.0,1.0,0.0,4.0,1500.0,Individual/Guarantor  
4912,1173.0,7.0,Yes,Yes,2.0,KEMERA CHAMA,1.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,30000.0,30.0,1.0,0.0,4.0,30000.0,Individual/Guarantor  
4913,1173.0,7.0,Yes,Yes,3.0,JACK SHOP,1.0, Merchant/Shop  ,Subsistence Needs  ,1000.0,0.0,0.0,0.0,1.0,0.0,None 
4914,1173.0,7.0,Yes,Yes,4.0,SOFT LOAN,1.0, Relative/ Friend/Neighbour  ,Medical Expense   ,5500.0,0.0,0.0,1.0,4.0,3000.0,None 
4915,1173.0,9.0,Yes,No,,,,,,,,,,,,
4916,1173.0,10.0,Yes,Yes,1.0,SAFARICOM AIRTIME,1.0, Mobile Phone Platform  ,Subsistence Needs  ,2000.0,0.0,10.0,0.0,1.0,0.0,None 
4917,1174.0,3.0,Yes,Yes,1.0,CASH,2.0, Government Funds  ,Business/Investment   ,9000.0,90.0,10.0,0.0,10.0,9000.0,None 
4918,1175.0,3.0,Yes,Yes,1.0,CHAMA LOAN,2.0, Self-Help Groups/Chamas  ,Purchase of Agricultural Inputs  ,10000.0,14.0,,10.0,12.0,0.0,None 
4919,1175.0,5.0,Yes,Yes,1.0,SACCO LOAN,2.0, Saccos  ,Business/Investment   ,30000.0,14.0,,10.0,12.0,2650.0,Salary 
4920,1175.0,8.0,Yes,Yes,1.0,CHAMA LOAN,2.0, Self-Help Groups/Chamas  ,Purchase of Motor Vehicles/Cycles  ,50000.0,30.0,,20.0,12.0,30000.0,Household Goods 
4921,1176.0,1.0,Yes,Yes,1.0,UNBOUND,2.0, Ngo  ,Purchase/Construction of Dwelling  ,6000.0,30.0,7.0,,10.0,4300.0,None 
4922,1176.0,3.0,Yes,Yes,1.0,EQUITY,1.0, Commercial Banks  ,Medical Expense   ,50000.0,7.0,21.0,,12.0,30000.0,Individual/Guarantor  
4923,1176.0,4.0,Yes,Yes,1.0,FEES,1.0, Commercial Banks  ,School Fees (Education)  ,100000.0,30.0,18.0,,12.0,65000.0,Salary 
4924,1176.0,5.0,Yes,Yes,1.0,MICRO FINANCE LOAN,2.0, Micro-Finance Inst  ,School Fees (Education)  ,20000.0,20.0,0.0,0.5,12.0,10500.0,Livestock  
4925,1176.0,10.0,Yes,Yes,1.0,CASH,1.0, Self-Help Groups/Chamas  ,Other  ,20000.0,90.0,10.0,,12.0,20000.0,Shares  
4926,1179.0,4.0,Yes,Yes,1.0,KWFT LOAN,1.0, Micro-Finance Inst  ,Purchase of Livestock  ,40000.0,30.0,0.0,15.0,12.0,0.0,Land Title  
4927,1180.0,5.0,Yes,Yes,1.0,AIRTIME ADVANCE,2.0, Mobile Phone Platform  ,Subsistence Needs  ,2500.0,1.0,10.0,10.0,0.0,0.0,None 
4928,1181.0,3.0,Yes,Yes,1.0,GROUP LOAN,1.0, Self-Help Groups/Chamas  ,Medical Expense   ,5000.0,0.0,10.0,0.0,8.0,0.0,Individual/Guarantor  
4929,1181.0,5.0,Yes,Yes,1.0,GROUP LOAN,1.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,5000.0,0.0,5.0,0.0,5.0,2000.0,Individual/Guarantor  
4930,1182.0,2.0,Yes,Yes,1.0,TRANSNZOIA SACCO (KAPSARA),1.0, Saccos  ,School Fees (Education)  ,20000.0,7.0,0.0,15.0,12.0,0.0,Individual/Guarantor  
4931,1182.0,6.0,Yes,Yes,1.0,CHESMA CONSTRUCTION,1.0, Employer  ,Subsistence Needs  ,1000.0,1.0,0.0,,1.0,0.0,None 
4932,1182.0,7.0,Yes,Yes,1.0,M-SHWARI,1.0, Mobile Phone Platform  ,School Fees (Education)  ,3000.0,1.0,7.5,,1.0,1730.0,None 
4933,1183.0,10.0,Yes,Yes,1.0,CASH,1.0, Saccos  ,School Fees (Education)  ,50000.0,90.0,39.2,39.2,12.0,0.0,Individual/Guarantor  
4934,1185.0,1.0,Yes,Yes,1.0,COFEE MONEY FROM COOPERATIVE SOCIETY,1.0, Saccos  ,School Fees (Education)  ,50000.0,7.0,0.0,0.0,12.0,50000.0,Other  
4935,1185.0,1.0,Yes,Yes,2.0,MONEY,1.0, Relative/ Friend/Neighbour  ,Purchase of Agricultural Inputs  ,3000.0,1.0,0.0,0.0,2.0,3000.0,None 
4936,1185.0,2.0,Yes,Yes,1.0,SUGAR,2.0, Merchant/Shop  ,Subsistence Needs  ,24000.0,0.0,0.0,0.0,1.0,1500.0,None 
4937,1185.0,2.0,Yes,Yes,2.0,RICE,2.0, Merchant/Shop  ,Subsistence Needs  ,20000.0,0.0,0.0,0.0,1.0,1000.0,None 
4938,1185.0,2.0,Yes,Yes,3.0,FERTILIZER,1.0, Merchant/Shop  ,Other  ,1500.0,0.0,0.0,0.0,1.0,500.0,Other  
4939,1185.0,3.0,Yes,Yes,1.0,MONEY,1.0, Saccos  ,Purchase of Agricultural Inputs  ,90000.0,4.0,5.0,0.0,1.0,90000.0,Other  
4940,1185.0,4.0,Yes,Yes,1.0,SUGAR/SOAP/TEA LEAVES,2.0, Merchant/Shop  ,Other  ,2000.0,0.0,0.0,0.0,1.0,0.0,None 
4941,1185.0,4.0,Yes,Yes,2.0,FERTILIZER/SEEDS,1.0, Merchant/Shop  ,Other  ,2500.0,0.0,0.0,0.0,1.0,0.0,None 
4942,1185.0,5.0,Yes,Yes,1.0,SUGAR,1.0, Merchant/Shop  ,Other  ,3000.0,0.0,0.0,0.0,1.0,200.0,None 
4943,1185.0,5.0,Yes,Yes,2.0,MILK,1.0, Relative/ Friend/Neighbour  ,Other  ,3600.0,0.0,0.0,0.0,3.0,0.0,None 
4944,1185.0,7.0,Yes,Yes,1.0,SUGAR/TEA LEAVES/RICE,1.0, Merchant/Shop  ,Other  ,1000.0,1.0,0.0,0.0,1.0,0.0,None 
4945,1186.0,1.0,Yes,Yes,1.0,CASH,1.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,20000.0,2.0,20.0,0.0,6.0,20000.0,Other  
4946,1186.0,1.0,Yes,Yes,2.0,SUBSISTENCE ITEMS,1.0, Merchant/Shop  ,Subsistence Needs  ,500.0,0.0,0.0,0.0,1.0,500.0,None 
4947,1186.0,2.0,Yes,Yes,1.0,MAIZE,1.0, Relative/ Friend/Neighbour  ,Subsistence Needs  ,2000.0,0.0,0.0,0.0,1.0,2000.0,None 
4948,1186.0,2.0,Yes,Yes,2.0,SUBSITE,1.0, Merchant/Shop  ,Subsistence Needs  ,250.0,0.0,0.0,0.0,1.0,250.0,None 
4949,1186.0,3.0,Yes,Yes,1.0,CASH,1.0, Relative/ Friend/Neighbour  ,School Fees (Education)  ,10000.0,0.0,0.0,20.0,10.0,60000.0,Shares  
4950,1186.0,3.0,Yes,Yes,2.0,SUBSISTENCE ITEMS,1.0, Merchant/Shop  ,Subsistence Needs  ,1000.0,0.0,0.0,0.0,1.0,450.0,None 
4951,1186.0,4.0,Yes,Yes,1.0,MONEY,2.0, Self-Help Groups/Chamas  ,Medical Expense   ,3000.0,7.0,20.0,0.0,6.0,2000.0,Other  
4952,1186.0,4.0,Yes,Yes,2.0,SUGAR AND COOKING OIL,2.0, Merchant/Shop  ,Subsistence Needs  ,500.0,0.0,0.0,0.0,1.0,100.0,None 
4953,1186.0,5.0,Yes,Yes,1.0,MOTORCYCLE,2.0, Micro-Finance Inst  ,Purchase of Motor Vehicles/Cycles  ,90000.0,90.0,0.0,31.0,12.0,76280.0,Livestock  
4954,1186.0,6.0,Yes,Yes,1.0,SUBSISTENCE ITEMS,1.0, Merchant/Shop  ,Subsistence Needs  ,300.0,0.0,0.0,0.0,1.0,150.0,None 
4955,1186.0,7.0,Yes,Yes,1.0,MONEY,2.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,40000.0,14.0,20.0,0.0,5.0,40000.0,Livestock  
4956,1186.0,7.0,Yes,Yes,2.0,MONEY,1.0, Relative/ Friend/Neighbour  ,School Fees (Education)  ,7000.0,2.0,0.0,0.0,1.0,7000.0,None 
4957,1186.0,7.0,Yes,Yes,3.0,MONEY,1.0, Saccos  ,School Fees (Education)  ,11000.0,1.0,0.0,28.0,12.0,11000.0,Shares  
4958,1186.0,8.0,Yes,Yes,1.0,CASH,1.0, Self-Help Groups/Chamas  ,Purchase of Livestock  ,12000.0,1.0,10.0,,2.0,10000.0,Shares  
4959,1186.0,8.0,Yes,Yes,2.0,SUBSISTENCE ITEMS,1.0, Merchant/Shop  ,Subsistence Needs  ,5000.0,0.0,0.0,0.0,1.0,5000.0,None 
4960,1186.0,9.0,Yes,Yes,1.0,CASH,1.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,30000.0,30.0,10.0,,11.0,30000.0,Shares  
4961,1186.0,9.0,Yes,Yes,2.0,FOOD ITEMS,1.0, Commercial Banks  ,Subsistence Needs  ,2000.0,0.0,0.0,0.0,1.0,2000.0,None 
4962,1186.0,10.0,Yes,Yes,1.0,FOOD,2.0, Merchant/Shop  ,Subsistence Needs  ,500.0,10.0,0.0,0.0,0.0,500.0,None 
4963,1187.0,3.0,Yes,Yes,1.0,CASH,1.0, Commercial Banks  ,Business/Investment   ,400000.0,7.0,0.0,25.0,12.0,0.0,
4964,1187.0,8.0,Yes,Yes,1.0,CASH,1.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,70000.0,7.0,0.0,20.0,12.0,50000.0,
4965,1188.0,7.0,Yes,Yes,1.0,EDUCATION,1.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,5000.0,1.0,5.0,,2.0,1800.0,
4966,1189.0,6.0,Yes,Yes,1.0,CASH,2.0, Micro-Finance Inst  ,Business/Investment   ,2500.0,30.0,0.0,10.0,12.0,0.0,Individual/Guarantor  
4967,1190.0,3.0,Yes,Yes,1.0,CASH,2.0, Self-Help Groups/Chamas  ,Purchase of Agricultural Inputs  ,10000.0,1.0,10.0,,6.0,10000.0,Shares  
4968,1190.0,3.0,Yes,Yes,2.0,CASH,1.0, Saccos  ,Purchase of Agricultural Inputs  ,50000.0,14.0,20.0,,12.0,38000.0,Shares  
4969,1190.0,4.0,Yes,Yes,1.0,CASH,2.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,2000.0,1.0,10.0,,3.0,2000.0,Shares  
4970,1190.0,9.0,Yes,Yes,1.0,CASH,2.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,3000.0,1.0,10.0,,6.0,3000.0,Shares  
4971,1191.0,5.0,Yes,Yes,1.0,BANK LOAN,1.0, Saccos  ,Purchase of Land  ,100000.0,7.0,1.0,12.0,36.0,63888.0,Shares  
4972,1191.0,8.0,Yes,Yes,1.0,CASH,2.0, Money Lender(Shylock )  ,Subsistence Needs  ,2000.0,1.0,5.0,60.0,24.0,1250.0,Household Goods 
4973,1192.0,1.0,Yes,Yes,1.0,FOOD ITEMS,1.0, Merchant/Shop  ,Subsistence Needs  ,400.0,1.0,0.0,0.0,0.0,0.0,None 
4974,1192.0,2.0,Yes,Yes,1.0,CASH,1.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,30000.0,1.0,0.0,0.0,12.0,0.0,Shares  
