,clid,hhid,r01,r17,r18_1,r18_2
35734,1559.0,5.0,No,5.0,,
35735,1559.0,5.0,No,2.0,B,A
35736,1559.0,5.0,No,1.0,A,B
35737,1559.0,5.0,No,4.0,,
35738,1559.0,5.0,No,3.0,,
35739,1559.0,7.0,No,3.0,,
35740,1559.0,7.0,No,5.0,,
35741,1559.0,7.0,No,2.0,A,H
35742,1559.0,7.0,No,7.0,,
35743,1559.0,7.0,No,6.0,,
35744,1559.0,7.0,No,1.0,A,H
35745,1559.0,7.0,No,4.0,,
35746,1559.0,8.0,No,4.0,,
35747,1559.0,8.0,No,1.0,A,B
35748,1559.0,8.0,No,2.0,,
35749,1559.0,8.0,No,3.0,,
35750,1559.0,8.0,No,5.0,,
35751,1560.0,1.0,Yes,4.0,J,
35752,1560.0,1.0,Yes,6.0,J,
35753,1560.0,1.0,Yes,5.0,J,
35754,1560.0,1.0,Yes,2.0,B,
35755,1560.0,1.0,Yes,3.0,G,
35756,1560.0,4.0,No,1.0,I,
35757,1560.0,7.0,No,1.0,D,
35758,1560.0,7.0,No,4.0,J,
35759,1560.0,7.0,No,5.0,J,
35760,1560.0,7.0,No,3.0,J,
35761,1560.0,7.0,No,2.0,D,
35762,1560.0,9.0,No,1.0,G,
35763,1560.0,9.0,No,4.0,J,
35764,1560.0,9.0,No,2.0,G,
35765,1560.0,9.0,No,3.0,J,
35766,1560.0,9.0,No,5.0,J,
35767,1560.0,10.0,No,3.0,E,
35768,1560.0,10.0,No,5.0,I,
35769,1560.0,10.0,No,6.0,J,
35770,1560.0,10.0,No,2.0,G,
35771,1560.0,10.0,No,4.0,E,
35772,1560.0,10.0,No,1.0,G,
35773,1561.0,1.0,No,1.0,G,
35774,1561.0,1.0,No,2.0,A,
35775,1561.0,2.0,No,1.0,A,
35776,1561.0,3.0,No,1.0,A,
35777,1561.0,4.0,No,1.0,A,
35778,1561.0,4.0,No,2.0,G,
35779,1561.0,5.0,No,3.0,J,
35780,1561.0,5.0,No,2.0,A,
35781,1561.0,5.0,No,1.0,A,G
35782,1561.0,6.0,No,3.0,J,
35783,1561.0,6.0,No,2.0,J,
35784,1561.0,6.0,No,1.0,B,G
35785,1561.0,7.0,No,2.0,A,
35786,1561.0,7.0,No,1.0,G,
35787,1561.0,9.0,No,2.0,A,
35788,1561.0,9.0,No,1.0,G,
35789,1561.0,10.0,No,1.0,G,
35790,1562.0,1.0,No,1.0,E,
35791,1562.0,2.0,No,2.0,A,E
35792,1562.0,2.0,No,5.0,J,
35793,1562.0,2.0,No,3.0,I,
35794,1562.0,2.0,No,4.0,J,
35795,1562.0,2.0,No,1.0,A,
35796,1562.0,3.0,No,3.0,J,
35797,1562.0,3.0,No,2.0,A,
35798,1562.0,3.0,No,1.0,A,E
35799,1562.0,5.0,No,1.0,E,F
35800,1562.0,6.0,No,1.0,E,
35801,1562.0,7.0,No,1.0,A,
35802,1562.0,7.0,No,2.0,A,
35803,1562.0,7.0,No,3.0,J,
35804,1562.0,9.0,No,3.0,J,
35805,1562.0,9.0,No,1.0,D,
35806,1562.0,9.0,No,2.0,D,
35807,1562.0,9.0,No,4.0,J,
35808,1562.0,10.0,No,1.0,A,E
35809,1563.0,2.0,No,1.0,E,
35810,1563.0,3.0,No,9.0,J,
35811,1563.0,3.0,No,5.0,J,
35812,1563.0,3.0,No,8.0,J,
35813,1563.0,3.0,No,6.0,J,
35814,1563.0,3.0,No,2.0,E,
35815,1563.0,3.0,No,7.0,J,
35816,1563.0,3.0,No,1.0,E,G
35817,1563.0,3.0,No,4.0,J,
35818,1563.0,3.0,No,10.0,J,
35819,1563.0,3.0,No,3.0,J,
35820,1563.0,4.0,No,6.0,I,
35821,1563.0,4.0,No,7.0,I,
35822,1563.0,4.0,No,8.0,J,
35823,1563.0,4.0,No,4.0,I,
35824,1563.0,4.0,No,2.0,A,
35825,1563.0,4.0,No,1.0,A,
35826,1563.0,4.0,No,5.0,I,
35827,1563.0,4.0,No,3.0,G,
35828,1563.0,5.0,No,2.0,A,
35829,1563.0,5.0,No,1.0,A,
35830,1563.0,5.0,No,4.0,I,
35831,1563.0,5.0,No,3.0,I,
35832,1563.0,6.0,No,1.0,G,
35833,1563.0,9.0,No,2.0,G,
35834,1563.0,9.0,No,1.0,A,G
35835,1563.0,9.0,No,3.0,J,
35836,1563.0,10.0,No,6.0,I,
35837,1563.0,10.0,No,9.0,J,
35838,1563.0,10.0,No,1.0,E,
35839,1563.0,10.0,No,2.0,E,
35840,1563.0,10.0,No,8.0,A,
35841,1563.0,10.0,No,7.0,A,G
35842,1563.0,10.0,No,5.0,I,
35843,1563.0,10.0,No,4.0,I,
35844,1563.0,10.0,No,3.0,I,
35845,1564.0,1.0,No,1.0,G,A
35846,1564.0,2.0,No,1.0,I,
35847,1564.0,5.0,No,1.0,G,
35848,1565.0,2.0,No,1.0,A,X
35849,1565.0,3.0,No,1.0,C,D
35850,1565.0,3.0,No,5.0,A,
35851,1565.0,3.0,No,8.0,J,
35852,1565.0,3.0,No,2.0,C,D
35853,1565.0,3.0,No,4.0,C,D
35854,1565.0,3.0,No,9.0,J,
35855,1565.0,3.0,No,6.0,G,
35856,1565.0,3.0,No,7.0,G,
35857,1565.0,3.0,No,10.0,J,
35858,1565.0,3.0,No,3.0,C,D
35859,1565.0,5.0,No,2.0,I,
35860,1565.0,5.0,No,6.0,I,
35861,1565.0,5.0,No,4.0,I,
35862,1565.0,5.0,No,1.0,X,
35863,1565.0,5.0,No,5.0,I,
35864,1565.0,5.0,No,3.0,I,
35865,1565.0,6.0,No,2.0,A,C
35866,1565.0,6.0,No,1.0,A,C
35867,1565.0,7.0,No,1.0,A,B
35868,1566.0,1.0,No,1.0,G,
35869,1566.0,1.0,No,2.0,G,
35870,1566.0,2.0,No,1.0,G,
35871,1566.0,2.0,No,2.0,E,
35872,1566.0,3.0,No,1.0,G,
35873,1566.0,4.0,No,2.0,G,
35874,1566.0,4.0,No,3.0,G,
35875,1566.0,4.0,No,1.0,G,
35876,1566.0,7.0,No,2.0,G,
35877,1566.0,7.0,No,1.0,G,
35878,1566.0,8.0,No,1.0,G,
35879,1566.0,10.0,No,2.0,G,
35880,1566.0,10.0,No,1.0,G,
35881,1567.0,1.0,No,4.0,J,
35882,1567.0,1.0,No,1.0,A,
35883,1567.0,1.0,No,2.0,A,
35884,1567.0,1.0,No,6.0,A,
35885,1567.0,1.0,No,5.0,J,
35886,1567.0,1.0,No,3.0,A,
35887,1567.0,2.0,No,1.0,A,
35888,1567.0,2.0,No,2.0,J,
35889,1567.0,4.0,No,2.0,G,
35890,1567.0,4.0,No,3.0,J,
35891,1567.0,4.0,No,1.0,G,
35892,1567.0,6.0,No,1.0,D,G
35893,1567.0,8.0,No,4.0,J,
35894,1567.0,8.0,No,2.0,A,
35895,1567.0,8.0,No,3.0,J,
35896,1567.0,8.0,No,1.0,A,D
35897,1567.0,9.0,No,1.0,A,D
35898,1568.0,1.0,No,6.0,E,
35899,1568.0,1.0,No,7.0,I,
35900,1568.0,1.0,No,2.0,A,
35901,1568.0,1.0,No,4.0,A,
35902,1568.0,1.0,No,5.0,I,
35903,1568.0,1.0,No,1.0,A,
35904,1568.0,1.0,No,3.0,I,
35905,1568.0,2.0,No,2.0,I,
35906,1568.0,2.0,No,1.0,G,
35907,1568.0,3.0,No,1.0,G,C
35908,1568.0,3.0,No,2.0,,
35909,1568.0,4.0,No,1.0,A,
35910,1568.0,4.0,No,4.0,I,
35911,1568.0,4.0,No,6.0,C,
35912,1568.0,4.0,No,5.0,C,
35913,1568.0,4.0,No,2.0,E,
35914,1568.0,4.0,No,3.0,I,
35915,1568.0,5.0,No,1.0,E,
35916,1568.0,6.0,No,1.0,A,
35917,1568.0,7.0,No,3.0,I,
35918,1568.0,7.0,No,1.0,A,G
35919,1568.0,7.0,No,4.0,J,
35920,1568.0,7.0,No,2.0,I,
35921,1568.0,8.0,No,1.0,G,
35922,1568.0,8.0,No,2.0,G,E
35923,1568.0,9.0,No,1.0,A,
35924,1569.0,6.0,No,2.0,A,
35925,1569.0,6.0,No,1.0,A,
35926,1570.0,1.0,No,1.0,G,
35927,1570.0,1.0,No,2.0,G,C
35928,1570.0,2.0,No,1.0,E,
35929,1570.0,3.0,No,1.0,D,
35930,1570.0,4.0,No,2.0,D,C
35931,1570.0,4.0,No,1.0,G,
35932,1570.0,4.0,No,5.0,A,
35933,1570.0,5.0,No,2.0,D,
35934,1570.0,5.0,No,1.0,G,
35935,1570.0,6.0,No,1.0,D,
35936,1570.0,6.0,No,2.0,G,
35937,1570.0,7.0,No,1.0,A,C
35938,1570.0,8.0,No,2.0,E,
35939,1570.0,8.0,No,1.0,G,
35940,1570.0,9.0,No,2.0,D,
35941,1570.0,9.0,No,1.0,G,
35942,1571.0,1.0,No,4.0,A,
35943,1571.0,1.0,No,5.0,J,
35944,1571.0,1.0,No,3.0,I,
35945,1571.0,1.0,No,1.0,G,
35946,1571.0,1.0,No,2.0,I,
35947,1571.0,2.0,No,6.0,J,
35948,1571.0,2.0,No,7.0,J,
35949,1571.0,2.0,No,5.0,I,
35950,1571.0,2.0,No,3.0,I,
35951,1571.0,2.0,No,2.0,A,
35952,1571.0,2.0,No,1.0,G,
35953,1571.0,2.0,No,4.0,I,
35954,1571.0,3.0,No,5.0,I,
35955,1571.0,3.0,No,10.0,B,
35956,1571.0,3.0,No,1.0,G,H
35957,1571.0,3.0,No,6.0,I,
35958,1571.0,3.0,No,3.0,I,
35959,1571.0,3.0,No,9.0,I,
35960,1571.0,3.0,No,7.0,I,
35961,1571.0,3.0,No,8.0,I,
35962,1571.0,3.0,No,4.0,I,
35963,1571.0,3.0,No,2.0,G,
35964,1571.0,4.0,No,1.0,G,
35965,1571.0,4.0,No,6.0,J,
35966,1571.0,4.0,No,3.0,I,
35967,1571.0,4.0,No,5.0,I,
35968,1571.0,4.0,No,2.0,I,
35969,1571.0,4.0,No,4.0,I,
35970,1571.0,6.0,No,1.0,D,
35971,1571.0,7.0,Yes,2.0,I,
35972,1571.0,7.0,Yes,3.0,I,
35973,1571.0,7.0,Yes,4.0,B,
35974,1572.0,2.0,No,1.0,A,
35975,1572.0,4.0,No,2.0,C,
35976,1572.0,4.0,No,1.0,A,
35977,1572.0,5.0,No,1.0,G,
35978,1573.0,2.0,No,2.0,G,
35979,1573.0,2.0,No,1.0,A,
35980,1573.0,3.0,No,2.0,B,
35981,1573.0,3.0,No,1.0,B,
35982,1573.0,4.0,No,2.0,E,
35983,1573.0,4.0,No,1.0,E,
35984,1573.0,6.0,No,1.0,A,
35985,1573.0,7.0,No,1.0,A,
35986,1573.0,8.0,No,1.0,C,
35987,1573.0,9.0,No,1.0,A,D
35988,1573.0,10.0,No,2.0,C,
35989,1573.0,10.0,No,1.0,C,
35990,1574.0,2.0,No,3.0,J,
35991,1574.0,2.0,No,1.0,A,
35992,1574.0,2.0,No,4.0,J,
35993,1574.0,2.0,No,2.0,A,
35994,1574.0,3.0,No,1.0,A,
35995,1574.0,7.0,No,6.0,A,
35996,1574.0,7.0,No,5.0,A,
35997,1574.0,7.0,No,7.0,A,
35998,1574.0,7.0,No,2.0,A,
35999,1574.0,7.0,No,1.0,A,
36000,1574.0,7.0,No,3.0,A,
36001,1574.0,7.0,No,4.0,A,
36002,1575.0,2.0,No,1.0,A,
36003,1575.0,2.0,No,2.0,A,
36004,1575.0,2.0,No,3.0,J,
36005,1575.0,3.0,No,5.0,J,
36006,1575.0,3.0,No,1.0,A,
36007,1575.0,3.0,No,4.0,A,
36008,1575.0,3.0,No,6.0,J,
36009,1575.0,3.0,No,2.0,A,
36010,1575.0,3.0,No,3.0,A,
36011,1575.0,4.0,No,3.0,A,
36012,1575.0,4.0,No,1.0,A,
36013,1575.0,4.0,No,4.0,J,
36014,1575.0,4.0,No,2.0,A,
36015,1575.0,5.0,No,2.0,A,
36016,1575.0,5.0,No,3.0,A,
36017,1575.0,5.0,No,1.0,A,
36018,1575.0,5.0,No,5.0,J,
36019,1575.0,5.0,No,4.0,J,
36020,1575.0,9.0,No,2.0,A,
36021,1575.0,9.0,No,4.0,J,
36022,1575.0,9.0,No,3.0,J,
36023,1575.0,9.0,No,1.0,A,
36024,1575.0,10.0,No,3.0,J,
36025,1575.0,10.0,No,5.0,J,
36026,1575.0,10.0,No,1.0,A,
36027,1575.0,10.0,No,4.0,J,
36028,1575.0,10.0,No,2.0,A,
36029,1576.0,1.0,No,1.0,A,
36030,1576.0,2.0,No,2.0,A,
36031,1576.0,2.0,No,3.0,A,
36032,1576.0,2.0,No,4.0,J,
36033,1576.0,2.0,No,1.0,A,
36034,1576.0,4.0,No,1.0,A,
36035,1576.0,4.0,No,2.0,A,
36036,1576.0,5.0,No,2.0,J,
36037,1576.0,5.0,No,3.0,J,
36038,1576.0,5.0,No,1.0,A,
36039,1576.0,6.0,No,1.0,A,X
36040,1576.0,7.0,No,4.0,A,
36041,1576.0,7.0,No,7.0,A,
36042,1576.0,7.0,No,3.0,A,
36043,1576.0,7.0,No,5.0,A,
36044,1576.0,7.0,No,6.0,A,
36045,1576.0,7.0,No,2.0,A,
36046,1576.0,7.0,No,1.0,A,
36047,1576.0,9.0,No,1.0,A,X
36048,1576.0,9.0,No,2.0,A,
36049,1576.0,9.0,No,3.0,J,
36050,1576.0,10.0,No,2.0,C,A
36051,1576.0,10.0,No,1.0,A,
36052,1577.0,2.0,No,3.0,A,
36053,1577.0,2.0,No,6.0,J,
36054,1577.0,2.0,No,5.0,J,
36055,1577.0,2.0,No,7.0,J,
36056,1577.0,2.0,No,4.0,J,
36057,1577.0,2.0,No,1.0,A,
36058,1577.0,2.0,No,2.0,A,
36059,1577.0,3.0,No,1.0,I,
36060,1577.0,8.0,No,1.0,A,
36061,1578.0,1.0,No,1.0,B,
36062,1578.0,2.0,No,1.0,A,
36063,1578.0,3.0,No,1.0,E,
36064,1578.0,3.0,No,2.0,E,
36065,1578.0,5.0,No,1.0,A,
36066,1578.0,5.0,No,4.0,I,J
36067,1578.0,5.0,No,5.0,I,J
36068,1578.0,5.0,No,6.0,I,J
36069,1578.0,5.0,No,3.0,I,J
36070,1578.0,5.0,No,2.0,A,
36071,1578.0,5.0,No,7.0,I,J
36072,1578.0,6.0,No,1.0,E,
36073,1578.0,9.0,No,3.0,J,
36074,1578.0,9.0,No,5.0,J,
36075,1578.0,9.0,No,2.0,J,
36076,1578.0,9.0,No,1.0,A,
36077,1578.0,9.0,No,4.0,J,
36078,1578.0,10.0,No,2.0,J,
36079,1578.0,10.0,No,1.0,A,
36080,1579.0,1.0,No,1.0,A,
36081,1579.0,2.0,No,1.0,A,
36082,1579.0,3.0,No,1.0,A,D
36083,1579.0,4.0,No,1.0,H,
36084,1579.0,5.0,No,1.0,D,
36085,1579.0,6.0,No,1.0,H,
36086,1579.0,7.0,No,1.0,D,
36087,1579.0,8.0,No,1.0,A,
36088,1579.0,9.0,No,1.0,A,G
36089,1579.0,10.0,No,1.0,A,
36090,1580.0,2.0,No,2.0,A,
36091,1580.0,2.0,No,4.0,J,
36092,1580.0,2.0,No,1.0,A,
36093,1580.0,2.0,No,6.0,A,
36094,1580.0,2.0,No,3.0,A,
36095,1580.0,2.0,No,5.0,J,
36096,1580.0,3.0,No,1.0,A,
36097,1580.0,5.0,No,3.0,J,
36098,1580.0,5.0,No,1.0,A,X
36099,1580.0,5.0,No,2.0,J,
36100,1580.0,7.0,No,2.0,J,
36101,1580.0,7.0,No,3.0,J,
36102,1580.0,7.0,No,1.0,A,
36103,1580.0,7.0,No,4.0,J,
36104,1581.0,1.0,No,4.0,J,
36105,1581.0,1.0,No,2.0,A,E
36106,1581.0,1.0,No,3.0,J,
36107,1581.0,1.0,No,1.0,X,
36108,1581.0,2.0,No,1.0,X,
36109,1581.0,3.0,No,1.0,X,
36110,1581.0,4.0,No,2.0,A,
36111,1581.0,4.0,No,1.0,X,
36112,1581.0,4.0,No,6.0,J,
36113,1581.0,4.0,No,3.0,I,
36114,1581.0,4.0,No,5.0,I,
36115,1581.0,4.0,No,4.0,I,
36116,1581.0,6.0,No,1.0,A,
36117,1581.0,7.0,No,1.0,X,
36118,1581.0,8.0,No,1.0,A,
36119,1581.0,9.0,No,1.0,X,
36120,1581.0,10.0,No,1.0,X,
36121,1582.0,1.0,No,1.0,A,
36122,1582.0,2.0,No,1.0,A,
36123,1582.0,3.0,No,1.0,A,
36124,1582.0,4.0,No,1.0,A,
36125,1582.0,5.0,No,1.0,A,
36126,1582.0,6.0,No,1.0,A,
36127,1582.0,7.0,No,1.0,A,
36128,1582.0,8.0,No,1.0,A,
36129,1582.0,9.0,No,1.0,A,
36130,1582.0,10.0,No,1.0,A,
36131,1583.0,1.0,No,1.0,A,B
36132,1583.0,1.0,No,3.0,J,
36133,1583.0,1.0,No,2.0,A,B
36134,1583.0,1.0,No,4.0,J,
36135,1583.0,2.0,No,2.0,H,
36136,1583.0,2.0,No,1.0,A,B
36137,1583.0,2.0,No,4.0,J,
36138,1583.0,2.0,No,3.0,J,
36139,1583.0,3.0,No,2.0,B,C
36140,1583.0,3.0,No,1.0,B,
36141,1583.0,3.0,No,3.0,J,
36142,1583.0,3.0,No,4.0,J,
36143,1583.0,3.0,No,5.0,J,
36144,1583.0,4.0,No,2.0,A,J
36145,1583.0,4.0,No,1.0,A,
36146,1583.0,5.0,No,6.0,J,
36147,1583.0,5.0,No,3.0,J,
36148,1583.0,5.0,No,1.0,B,
36149,1583.0,5.0,No,5.0,J,
36150,1583.0,5.0,No,4.0,J,
36151,1583.0,5.0,No,2.0,C,
36152,1583.0,6.0,No,1.0,B,C
36153,1583.0,6.0,No,4.0,J,
36154,1583.0,6.0,No,3.0,J,
36155,1583.0,6.0,No,2.0,B,C
36156,1583.0,7.0,No,2.0,B,C
36157,1583.0,7.0,No,7.0,J,
36158,1583.0,7.0,No,3.0,J,
36159,1583.0,7.0,No,1.0,B,C
36160,1583.0,7.0,No,5.0,J,
36161,1583.0,7.0,No,6.0,J,
36162,1583.0,7.0,No,4.0,J,
36163,1583.0,8.0,No,1.0,B,C
36164,1583.0,8.0,No,5.0,J,I
36165,1583.0,8.0,No,3.0,J,I
36166,1583.0,8.0,No,6.0,J,I
36167,1583.0,8.0,No,4.0,J,I
36168,1583.0,8.0,No,2.0,B,C
36169,1583.0,9.0,No,4.0,I,
36170,1583.0,9.0,No,7.0,I,
36171,1583.0,9.0,No,1.0,B,
36172,1583.0,9.0,No,2.0,B,C
36173,1583.0,9.0,No,6.0,I,
36174,1583.0,9.0,No,3.0,I,
36175,1583.0,9.0,No,5.0,I,
36176,1583.0,10.0,No,6.0,A,
36177,1583.0,10.0,No,4.0,A,H
36178,1583.0,10.0,No,1.0,B,C
36179,1583.0,10.0,No,5.0,A,
36180,1583.0,10.0,No,2.0,B,C
36181,1583.0,10.0,No,8.0,J,
36182,1583.0,10.0,No,3.0,A,H
36183,1583.0,10.0,No,7.0,A,
36184,1584.0,2.0,No,1.0,I,E
36185,1584.0,2.0,No,2.0,E,
36186,1584.0,4.0,No,2.0,G,
36187,1584.0,4.0,No,1.0,G,
36188,1584.0,5.0,No,1.0,G,I
36189,1584.0,9.0,No,1.0,A,
36190,1584.0,10.0,No,1.0,B,
36191,1585.0,1.0,No,3.0,J,
36192,1585.0,1.0,No,4.0,J,
36193,1585.0,1.0,No,2.0,J,
36194,1585.0,1.0,No,1.0,A,
36195,1585.0,2.0,No,2.0,A,
36196,1585.0,2.0,No,1.0,A,
36197,1585.0,3.0,No,1.0,A,
36198,1585.0,3.0,No,3.0,J,
36199,1585.0,3.0,No,2.0,A,
36200,1585.0,4.0,No,1.0,A,
36201,1585.0,4.0,No,2.0,A,
36202,1585.0,5.0,No,1.0,A,
36203,1585.0,6.0,No,2.0,A,
36204,1585.0,6.0,No,1.0,A,
36205,1585.0,7.0,No,1.0,A,
36206,1585.0,7.0,No,3.0,J,
36207,1585.0,7.0,No,2.0,J,
36208,1585.0,8.0,No,1.0,A,
36209,1585.0,8.0,No,2.0,A,
36210,1585.0,8.0,No,3.0,J,
36211,1585.0,9.0,No,1.0,A,
36212,1585.0,10.0,No,1.0,A,
36213,1586.0,2.0,No,2.0,C,D
36214,1586.0,2.0,No,5.0,J,
36215,1586.0,2.0,No,7.0,J,
36216,1586.0,2.0,No,4.0,J,
36217,1586.0,2.0,No,1.0,C,D
36218,1586.0,2.0,No,6.0,J,
36219,1586.0,2.0,No,3.0,C,D
36220,1586.0,2.0,No,8.0,J,
36221,1586.0,2.0,No,9.0,J,
36222,1586.0,8.0,No,1.0,G,
36223,1586.0,8.0,No,2.0,C,
36224,1587.0,5.0,No,3.0,J,
36225,1587.0,5.0,No,4.0,J,
36226,1587.0,5.0,No,1.0,G,
36227,1587.0,5.0,No,5.0,A,
36228,1587.0,5.0,No,2.0,J,
36229,1589.0,2.0,No,2.0,G,
36230,1589.0,2.0,No,1.0,G,
36231,1589.0,2.0,No,4.0,J,
36232,1589.0,2.0,No,3.0,J,
36233,1589.0,3.0,No,1.0,B,E
36234,1589.0,5.0,No,1.0,C,
36235,1589.0,5.0,No,2.0,G,
36236,1589.0,5.0,No,3.0,J,
36237,1589.0,5.0,No,5.0,A,
36238,1589.0,5.0,No,4.0,J,
36239,1589.0,6.0,No,1.0,C,
36240,1589.0,6.0,No,4.0,I,
36241,1589.0,6.0,No,5.0,J,
36242,1589.0,6.0,No,2.0,G,
36243,1589.0,6.0,No,3.0,I,
36244,1589.0,7.0,No,4.0,J,
36245,1589.0,7.0,No,1.0,C,
36246,1589.0,7.0,No,2.0,E,
36247,1589.0,7.0,No,3.0,J,
36248,1589.0,8.0,No,1.0,C,
36249,1589.0,9.0,No,1.0,C,
36250,1589.0,9.0,No,2.0,G,
36251,1589.0,9.0,No,3.0,J,
36252,1589.0,9.0,No,4.0,J,
36253,1589.0,9.0,No,5.0,B,
36254,1589.0,10.0,No,4.0,J,
36255,1589.0,10.0,No,2.0,G,
36256,1589.0,10.0,No,3.0,J,
36257,1589.0,10.0,No,1.0,G,
36258,1590.0,1.0,No,2.0,D,
36259,1590.0,1.0,No,1.0,D,
36260,1590.0,2.0,No,4.0,J,
36261,1590.0,2.0,No,5.0,J,
36262,1590.0,2.0,No,2.0,E,
36263,1590.0,2.0,No,1.0,E,
36264,1590.0,2.0,No,3.0,X,
36265,1590.0,3.0,No,3.0,J,
36266,1590.0,3.0,No,4.0,J,
36267,1590.0,3.0,No,1.0,G,
36268,1590.0,3.0,No,2.0,G,
36269,1590.0,4.0,No,1.0,E,
36270,1590.0,4.0,No,3.0,J,
36271,1590.0,4.0,No,2.0,J,
36272,1590.0,5.0,No,2.0,J,
36273,1590.0,5.0,No,3.0,J,
36274,1590.0,5.0,No,1.0,A,
36275,1590.0,6.0,No,2.0,A,
36276,1590.0,6.0,No,1.0,A,
36277,1590.0,7.0,No,1.0,A,
36278,1590.0,7.0,No,5.0,J,
36279,1590.0,7.0,No,3.0,J,
36280,1590.0,7.0,No,2.0,A,
36281,1590.0,7.0,No,4.0,J,
36282,1591.0,1.0,No,2.0,B,
36283,1591.0,1.0,No,1.0,X,
36284,1591.0,4.0,No,1.0,X,
36285,1591.0,4.0,No,2.0,X,
36286,1591.0,7.0,No,1.0,E,A
36287,1592.0,1.0,No,4.0,J,
36288,1592.0,1.0,No,3.0,J,
36289,1592.0,1.0,No,2.0,I,
36290,1592.0,1.0,No,1.0,A,
36291,1592.0,2.0,No,5.0,I,
36292,1592.0,2.0,No,2.0,A,
36293,1592.0,2.0,No,3.0,G,
36294,1592.0,2.0,No,6.0,I,
36295,1592.0,2.0,No,1.0,B,
36296,1592.0,2.0,No,4.0,G,
36297,1592.0,2.0,No,8.0,J,
36298,1592.0,2.0,No,7.0,J,
36299,1592.0,3.0,No,7.0,I,
36300,1592.0,3.0,No,1.0,A,
36301,1592.0,3.0,No,5.0,J,
36302,1592.0,3.0,No,3.0,G,
36303,1592.0,3.0,No,6.0,I,
36304,1592.0,3.0,No,2.0,G,
36305,1592.0,3.0,No,4.0,J,
36306,1592.0,4.0,No,1.0,A,
36307,1592.0,4.0,No,3.0,A,
36308,1592.0,4.0,No,2.0,C,
36309,1592.0,7.0,No,4.0,J,
36310,1592.0,7.0,No,2.0,B,
36311,1592.0,7.0,No,5.0,J,
36312,1592.0,7.0,No,3.0,J,
36313,1592.0,7.0,No,1.0,B,A
36314,1592.0,8.0,No,2.0,J,
36315,1592.0,8.0,No,1.0,D,
36316,1593.0,1.0,No,1.0,X,
36317,1593.0,2.0,No,1.0,C,D
36318,1593.0,3.0,No,1.0,C,D
36319,1593.0,4.0,No,1.0,C,D
36320,1593.0,5.0,No,1.0,C,D
36321,1593.0,5.0,No,2.0,C,D
36322,1593.0,6.0,No,1.0,C,D
36323,1593.0,8.0,No,2.0,C,D
36324,1593.0,8.0,No,1.0,C,D
36325,1593.0,9.0,No,1.0,C,D
36326,1593.0,10.0,No,1.0,A,
36327,1594.0,1.0,No,1.0,A,
36328,1594.0,1.0,No,5.0,A,
36329,1594.0,1.0,No,2.0,A,
36330,1594.0,1.0,No,4.0,J,
36331,1594.0,1.0,No,3.0,J,
36332,1594.0,2.0,No,2.0,J,
36333,1594.0,2.0,No,1.0,G,
36334,1594.0,3.0,No,3.0,I,
36335,1594.0,3.0,No,2.0,I,
36336,1594.0,3.0,No,1.0,E,
36337,1594.0,3.0,No,4.0,J,
36338,1594.0,5.0,No,2.0,I,
36339,1594.0,5.0,No,1.0,A,
36340,1594.0,6.0,No,1.0,G,
36341,1594.0,6.0,No,3.0,I,
36342,1594.0,6.0,No,2.0,D,
36343,1594.0,7.0,No,3.0,J,
36344,1594.0,7.0,No,1.0,A,
36345,1594.0,7.0,No,2.0,A,
36346,1594.0,8.0,No,1.0,A,D
36347,1594.0,8.0,No,2.0,J,
36348,1595.0,2.0,No,1.0,A,
36349,1595.0,3.0,No,2.0,A,
36350,1595.0,3.0,No,1.0,A,
36351,1595.0,3.0,No,3.0,J,
36352,1595.0,4.0,No,1.0,E,
36353,1595.0,4.0,No,2.0,J,
36354,1595.0,5.0,No,1.0,A,
36355,1595.0,6.0,No,3.0,J,
36356,1595.0,6.0,No,1.0,A,
36357,1595.0,6.0,No,2.0,A,
36358,1595.0,9.0,No,1.0,A,
36359,1597.0,1.0,No,1.0,G,
36360,1597.0,2.0,No,5.0,J,
36361,1597.0,2.0,No,3.0,J,
36362,1597.0,2.0,No,4.0,J,
36363,1597.0,2.0,No,1.0,G,
36364,1597.0,2.0,No,2.0,G,
36365,1597.0,3.0,No,3.0,I,
36366,1597.0,3.0,No,6.0,J,
36367,1597.0,3.0,No,2.0,I,
36368,1597.0,3.0,No,5.0,J,
36369,1597.0,3.0,No,4.0,I,
36370,1597.0,3.0,No,1.0,G,
36371,1597.0,4.0,No,2.0,G,
36372,1597.0,4.0,No,1.0,G,
36373,1597.0,5.0,No,2.0,G,
36374,1597.0,5.0,No,1.0,G,
36375,1597.0,5.0,No,3.0,J,
36376,1597.0,6.0,No,1.0,G,
36377,1597.0,6.0,No,2.0,G,
36378,1597.0,6.0,No,5.0,J,
36379,1597.0,6.0,No,4.0,J,
36380,1597.0,6.0,No,3.0,I,
36381,1597.0,8.0,No,2.0,G,
36382,1597.0,8.0,No,5.0,J,
36383,1597.0,8.0,No,4.0,I,
36384,1597.0,8.0,No,3.0,I,
36385,1597.0,8.0,No,1.0,G,
36386,1597.0,10.0,No,3.0,J,
36387,1597.0,10.0,No,1.0,G,
36388,1597.0,10.0,No,2.0,J,
36389,1598.0,2.0,No,1.0,G,
36390,1599.0,1.0,No,2.0,A,J
36391,1599.0,1.0,No,3.0,A,J
36392,1599.0,1.0,No,1.0,A,
36393,1599.0,4.0,No,1.0,A,
36394,1599.0,4.0,No,3.0,I,J
